name,category,what_you_learn,skills,content
Engineering of Structures: Compression,Physical Science And Engineering,"Define compression
Define compression
Identify the definitions of the key glossary terms related to compression
Identify the definitions of the key glossary terms related to compression
Recognize the role of a column in resisting compression
Recognize the role of a column in resisting compression
Recognize the role of an arch in resisting compression
Recognize the role of an arch in resisting compression","Mechanics, Structural Analysis, Civil Engineering, Materials science, Building Design, Construction, Structural Engineering, Architectural Engineering, Engineering Analysis, Engineering Design Process","This course deals with compression. When we push an object, it compresses. Compression is what's going to hold up our building. Arches, vaults, domes, and anti-funicular forms help resist compression. In this course, you will learn about different columns and arches and their role in resisting compression. You'll also build anti-funicular forms. The first module introduces you to the topic compression and familiarizes you with the key terms related to compression. The second module deals with topics such as columns, arches, and other anti-funicular forms. It explores their roles in resisting compression. The final module explores how to build anti-funicular forms."
Drones for Environmental Science,Physical Science And Engineering,"Describe how a variety of drones can accomplish important missions for environmental science.
Describe how a variety of drones can accomplish important missions for environmental science.
Explain the importance of key best practices in drone research, including legal and ethical concerns.
Explain the importance of key best practices in drone research, including legal and ethical concerns.
Discover relevant career paths in drones for environmental science.
Discover relevant career paths in drones for environmental science.","Research, Critical Thinking, Environmental Monitoring, Data Management, Environmental Laws, Global Positioning Systems, Environmental Science, Ethical Standards And Conduct, Geospatial Information and Technology, Environmental Regulations","How can drones be used for good in environmental science? What types of data can scientists collect, and how should they go about collecting it using drones? Why should someone integrate drones into their existing career or pursue this field?This Duke Environment+ course serves as an introduction for anyone interested in learning more about drone use in the environmental sciences. No background knowledge in drones is assumed or necessary. 

Over the course of four weeks, you will discover the basics of drone use in the environmental sciences, including specific benefits of using drones for scientific research; types of drones and how they are used for different purposes and missions; and best research practices, including legal and ethical concerns. The final week of the course will help you get started on exploring different career paths that involve drones by introducing you to professionals working with this technology in the environmental sciences. 

By the end of the course, you should be better equipped to consider how to use drones for your own research interests, and you will be better prepared for the more in-depth Environment+ course sequence UAS Applicants and Operations in Environmental Science, should you decide to continue your studies."
"Applied Plotting, Charting & Data Representation in Python",Data Science,"Describe what makes a good or bad visualization
Describe what makes a good or bad visualization
Understand best practices for creating basic charts
Understand best practices for creating basic charts
Identify the functions that are best for particular problems
Identify the functions that are best for particular problems
Create a visualization using matplotlb
Create a visualization using matplotlb","Pandas (Python Package), Matplotlib, Histogram, NumPy, Visualization (Computer Graphics), Data Presentation, Data Visualization, Scatter Plots, Scientific Visualization, Graphing, Data Manipulation, Statistical Visualization, Python Programming, Interactive Data Visualization, Data Visualization Software","This course will introduce the learner to information visualization basics, with a focus on reporting and charting using the matplotlib library. The course will start with a design and information literacy perspective, touching on what makes a good and bad visualization, and what statistical measures translate into in terms of visualizations. The second week will focus on the technology used to make visualizations in python, matplotlib, and introduce users to best practices when creating basic charts and how to realize design decisions in the framework. The third week will be a tutorial of functionality available in matplotlib, and demonstrate a variety of basic statistical charts helping learners to identify when a particular method is good for a particular problem. The course will end with a discussion of other forms of structuring and visualizing data.This course should be taken after Introduction to Data Science in Python and before the remainder of the Applied Data Science with Python courses: Applied Machine Learning in Python, Applied Text Mining in Python, and Applied Social Network Analysis in Python."
Data Analysis with Python,Data Science,"Construct Python programs to clean and prepare data for analysis by addressing missing values, formatting inconsistencies, normalization, and binning
Construct Python programs to clean and prepare data for analysis by addressing missing values, formatting inconsistencies, normalization, and binning
Analyze real-world datasets through exploratory data analysis (EDA) using libraries such as Pandas, NumPy, and SciPy to uncover patterns and insights
Analyze real-world datasets through exploratory data analysis (EDA) using libraries such as Pandas, NumPy, and SciPy to uncover patterns and insights
Apply data operation techniques using dataframes to organize, summarize, and interpret data distributions, correlation analysis, and data pipelines
Apply data operation techniques using dataframes to organize, summarize, and interpret data distributions, correlation analysis, and data pipelines
Develop and evaluate regression models using Scikit-learn, and use these models to generate predictions and support data-driven decision-making
Develop and evaluate regression models using Scikit-learn, and use these models to generate predictions and support data-driven decision-making","Exploratory Data Analysis, Statistical Analysis, Matplotlib, Pandas (Python Package), Feature Engineering, Predictive Modeling, Data Manipulation, Data Import/Export, Data Analysis, NumPy, Data Transformation, Data Pipelines, Python Programming, Data Wrangling, Regression Analysis, Data-Driven Decision-Making, Data Cleansing, Data Visualization, Scikit Learn (Machine Learning Library)","Analyzing data with Python is a key skill for aspiring Data Scientists and Analysts!This course takes you from the basics of importing and cleaning data to building and evaluating predictive models. You’ll learn how to collect data from various sources, wrangle and format it, perform exploratory data analysis (EDA), and create effective visualizations. As you progress, you’ll build linear, multiple, and polynomial regression models, construct data pipelines, and refine your models for better accuracy. 

Through hands-on labs and projects, you’ll gain practical experience using popular Python libraries such as Pandas, NumPy, Matplotlib, Seaborn, SciPy, and Scikit-learn. These tools will help you manipulate data, create insights, and make predictions.

By completing this course, you’ll not only develop strong data analysis skills but also earn a Coursera certificate and an IBM digital badge to showcase your achievement."
"Remote Sensing Image Acquisition, Analysis and Applications",Physical Science And Engineering,,"Geospatial Information and Technology, Dimensionality Reduction, Spatial Analysis, Machine Learning, Image Analysis, Unsupervised Learning, Probability & Statistics, Data Validation, Computer Vision, Artificial Neural Networks, Supervised Learning, Linear Algebra, Deep Learning","Welcome to Remote Sensing Image Acquisition, Analysis and Applications, in which we explore the nature of imaging the earth's surface from space or from airborne vehicles.This course covers the fundamental nature of remote sensing and the platforms and sensor types used.  It also provides an in-depth treatment of the computational algorithms employed in image understanding, ranging from the earliest historically important techniques to more recent approaches based on deep learning.  

It assumes no prior knowledge of remote sensing but develops the material to a depth comparable to a senior undergraduate course in remote sensing and image analysis.  That requires the use of the mathematics of vector and matrix algebra, and statistics.  It is recognised that not all participants will have that background so summaries and hand worked examples are included to illustrate all important material.

The course material is extensively illustrated by examples and commentary on the how the technology is applied in practice.  It will prepare participants to use the material in their own disciplines and to undertake more detailed study in remote sensing and related topics."
Cybersecurity Architecture,Information Technology,"Describe the five foundational principles of cybersecurity and the Confidentiality, Integrity, and Availability (CIA) triad
Describe the five foundational principles of cybersecurity and the Confidentiality, Integrity, and Availability (CIA) triad
Summarize the different areas that a cybersecurity architect must adopt to develop a secure enterprise solution
Summarize the different areas that a cybersecurity architect must adopt to develop a secure enterprise solution
Discuss the different security domains, including IAM, endpoint security, network security, application security, and data security
Discuss the different security domains, including IAM, endpoint security, network security, application security, and data security
Demonstrate your proficiency in recommending methods to improve network security in a given scenario
Demonstrate your proficiency in recommending methods to improve network security in a given scenario","Application Security, Virtual Private Networks (VPN), Data Security, Cyber Attacks, Network Security, Security Controls, Secure Coding, Threat Detection, Cyber Security Strategy, Data Governance, Infrastructure Security, Endpoint Security, Security Information and Event Management (SIEM), Authorization (Computing), Endpoint Detection and Response, Identity and Access Management, Firewall, Cybersecurity, Security Testing, Authentications","In a digital world, data drives the world’s economy, and almost all cyberattacks aim at stealing sensitive information or holding data hostage. Did you know that according to a recent IBM study, ""the global average cost of a data breach was USD 4.45 million, a 15% increase over 3 years""?If you are getting started with a career in cybersecurity or just curious about how cybersecurity works, join us on this five-module course on Cybersecurity Architecture. You will learn from a distinguished IBM cybersecurity engineer who is also an adjunct professor at a local university. 

This course is intended for anyone interested in learning about cybersecurity. The course covers the fundamentals of cybersecurity, including topics like five security principles, CIA triad, Identity and Access Management (IAM), endpoint security, and security domains. Learn about the detection and response concepts and tools. In a nutshell, you will get a holistic view of prevention, detection, and response.

The course will give you an opportunity to practice some concepts through activities and labs. You will also have an opportunity to test your knowledge through quizzes across different modules! Come, explore cybersecurity!"
Public Health in Humanitarian Crises 2,Health,,"Infant Care, Crisis Intervention, Mental Health, Emergency Response, Sanitation, Epidemiology, Nutrition Education, Maternal Health, Community Health, Ethical Standards And Conduct, Public Health, Surveys, Infectious Diseases","This course, Public Health in Humanitarian Crises 2, addresses public health issues of people affected by disasters, both natural  or conflict-related. It discusses the many changes that occur in people’s lives when they are uprooted by a disaster, including many important topics related to humanitarian crises, such as when there is an epidemic a public health emergency; what do we mean with the humanitarian development nexus; what are the basics of disaster epidemiology and surveillance; humanitarian principles; and other very relevant topics. We will explore what humanitarian interventions could look like if we want to mitigate the effects of disasters.This course is a follow-up to Public Health in Humanitarian Crises 1, which dealt with changes in disease patterns, access to health care, livelihoods, shelter, sanitary conditions, nutritional status, and other issues. 

The course content is a mix of theoretical knowledge and many practical examples from recent disasters. We think this course is unique because it contains so many practical ‘real-life’ examples and is taught be instructors and guest lecturers who together have over 200 years of experience in this field. The course consists of 10 modules totaling approximately 14-16 hours of delivered content with an additional 2-3 hours of self-work (quizzes and writing and evaluating a short peer-review assignment) as well as lively discussions forums. The first course, Public Health in Humanitarian Crises 1 (PHHC1), has been designed in a way that each module builds on the lessons of previous modules. However, the modules from this second course, Public Health in Humanitarian Crises 2 (PHHC2) can be accessed in any order and some can stand alone. You do not necessarily need to do PHHC1 before PHHC2, but it might be helpful to take some or all of PHHC1, as some of the basic or fundamental issues are covered in this course. PHHC2 contains a somewhat more diverse set of topics than the previous course as it deals with more complicated issues.

You do not have to pay for this course if you choose to enroll without a certificate. Sometimes referred to as auditing, enrolling without a certificate means that you will have access to all of the videos and discussions. The only difference is that you will not be able to take the quizzes to earn a certificate upon completion. Click the Audit or Enroll Without A Certificate link to sign up and begin the course. Visit the Learner Help Center for more details about your enrollment options."
Science Matters: Let's Talk About COVID-19,Health,"To be aware of the scale of the emerging outbreak and know how to track trends using reliable sources of information
To be aware of the scale of the emerging outbreak and know how to track trends using reliable sources of information
To recognise the key scientific underpinnings of evidence-based outbreak control methods
To recognise the key scientific underpinnings of evidence-based outbreak control methods
To recognise the importance of community involvement, multidisciplinary working and global cooperation in outbreak response
To recognise the importance of community involvement, multidisciplinary working and global cooperation in outbreak response
About how infectious disease modelling informs strategic and operational response at the local, national, and international level.
About how infectious disease modelling informs strategic and operational response at the local, national, and international level.","Epidemiology, Infectious Diseases, Health Systems, Emergency Response, Public Health, Diagnostic Tests, Microbiology, Pathology, Health Policy, Patient Evaluation, Economics, Policy, and Social Studies, Socioeconomics, Molecular Biology, Media and Communications, Community Health, Immunology","Welcome to ‘Science Matters: Let's Talk about COVID-19’, from the Jameel Institute at Imperial College London.The outbreak of the Novel Coronavirus Disease (COVID-19) is the most significant public health emergency of the 21st century so far. As the epidemic spreads, people around the world want to understand the science behind the most pressing questions: how many people have been infected? How dangerous is the virus? When will a vaccine be available? How can the epidemic be contained, and the damages mitigated? What is the economic impact? What’s the role of social media and local communities in the epidemic response? 

Researchers at the Jameel Institute and other research institutes at Imperial College London have been at the forefront of the response to the COVID-19 emergency, with clinical, epidemiological and social science analyses informing the outbreak response. They are generating robust empirical evidence that governments and international agencies are using around the world to plan their responses. 

On this course, you will hear directly from our world-class experts about the theory behind the analyses of COVID-19 and its spread, while learning how to interpret new information using core principles of public health, epidemiology, medicine, health economics, and social science. You will be able to watch regular situation reports about the state of the epidemic, provided by the researchers of J-IDEA and its director Professor Neil Ferguson. 

If you want to learn even more about these topics, a number of free MOOCs are available from Imperial College London. We also offer a fully online Global Master of Public Health for those of you who want to delve even deeper and join our professional community. 

Please note:

This course was launched in February 2020 and we have continued to develop content as the COVID-19 situation progresses and new insights emerge. While we endeavour to include the most recent information, this is a fast-moving situation and information is constantly changing. 

This course is to be used for educational purposes only and is open to all and free of charge. 

The information in this course does not constitute clinical or other advice and must not be used for the purposes of providing any clinical or other advice. If you have any health concerns, please refer to your regional health authorities’ guidelines and consult a medical professional.

Please note the views expressed by individuals in the course content do not necessarily reflect those of Imperial College London, the Jameel Institute and any other funding partners. 

Imperial College London, the Jameel Institute and any other funding partners shall not be liable, to the maximum extent permitted by law, for any loss suffered or for any other adverse or negative consequence arising directly or indirectly from your reliance on the information contained in this course."
"Resilience & Leadership: Concepts, Definitions, & Frameworks",Physical Science And Engineering,"Define resilience and explain the meaning of the built environment.
Define resilience and explain the meaning of the built environment.
Outline a holistic approach to resilience of critical infrastructure systems.
Outline a holistic approach to resilience of critical infrastructure systems.
Apply resilience and crisis management frameworks to complex scenarios.
Apply resilience and crisis management frameworks to complex scenarios.
Interpret how ethics may enhance or diminish adaptive capacity.
Interpret how ethics may enhance or diminish adaptive capacity.","Complex Problem Solving, Resilience, Emergency Response, Systems Thinking, Leadership Studies, Crisis Management, Safety and Security, Hazard Analysis, Threat Management, Risk Management, Decision Making, Industrial and Organizational Psychology, Infrastructure Security, Organizational Effectiveness, Threat Detection, Case Studies, Business Ethics, Disaster Recovery","Resilience & Leadership: Concepts, Definitions, & Frameworks is the first course in the specialization ‘Resilience Engineering and Leadership in Crisis’. The course introduces the common terms, definitions, and concepts that characterize resilient systems. Frameworks for resilience engineering and leadership in crisis are applied to complex systems and the built environment. Learners will explore a holistic approach to critical infrastructure resilience and apply a hazard and threat assessment protocol to a project scenario.This course can be taken for academic credit as part of CU Boulder’s Master of Engineering in Engineering Management (ME-EM) degree offered on the Coursera platform. The ME-EM is designed to help engineers, scientists, and technical professionals move into leadership and management roles in the engineering and technical sectors. With performance-based admissions and no application process, the ME-EM is ideal for individuals with a broad range of undergraduate education and/or professional experience. Learn more about the ME-EM program at https://www.coursera.org/degrees/me-engineering-management-boulder."
Nomad Sculpt 3D: Stylized Female Pt 1: Head & Anatomy,Arts And Humanities,,"3D Assets, Creativity, 3D Modeling, Computer Graphic Techniques, Animation and Game Design","Ready to take your 3D sculpting skills to the next level?In this first course of the specialization, instructor Dave Reed walks you through the complete process of blocking and shaping a stylized female character—perfect for those aiming to capture the charm of Disney and Pixar–style art. 

By the end of this course, you will be able to:
* Create accurate head and facial structures for stylized characters.
* Sculpt expressive eyes, lips, and other key facial features.
* Block in body forms, hands, and feet with correct proportions.

This course is designed for intermediate to advanced Nomad Sculpt users who want to move beyond simple characters and into full human figures with personality and style. To be successful, you should have a basic understanding of Nomad Sculpt’s interface and core tools. 

You’ll need Nomad Sculpt v1.84 or later, running on an iPad, iPad Pro, or compatible Android tablet. 

By working step-by-step with Dave, you’ll not only gain technical skills, but also learn problem-solving strategies to tackle complex shapes and maintain clean, appealing forms.

Instructor bio:
Dave Reed is a 2D and 3D illustrator and digital creator based in Brooklyn, New York. He holds a BFA in Illustration from the School of Visual Arts in NYC, where he developed his craft in both traditional and digital mediums. With a passion for visual storytelling and design, Dave brings a creative and practical approach to his teaching, helping learners build the skills and confidence to create their own illustrations and digital art."
Seeing Through Photographs,Arts And Humanities,"Understand artists’ processes and the choices that inform a photograph’s making, including experimentation and responses to technological innovation.
Understand artists’ processes and the choices that inform a photograph’s making, including experimentation and responses to technological innovation.
Learn how context influences the production, circulation, and reception of photographic images.
Learn how context influences the production, circulation, and reception of photographic images.
Understand the relationship between a photograph’s subject and meaning, and the differences between photographs as objects and photographic images.
Understand the relationship between a photograph’s subject and meaning, and the differences between photographs as objects and photographic images.
Gain confidence in looking at and talking about photography, and find inspiration from photographs all around you.
Gain confidence in looking at and talking about photography, and find inspiration from photographs all around you.","Storytelling, Social Justice, Public History, Media and Communications, Art History, Photography, Culture","Taking, sharing, and viewing photographs has become second nature for many of us. This course aims to address the gap between seeing and truly understanding photographs by introducing a diversity of ideas, approaches, and technologies that inform their making. You’ll explore the meaning of pictures and reconsider photography’s role in our visual culture.Look closely at 100 photographs from MoMA’s collection, going behind the scenes of the Museum and into artists’ studios through videos and audio interviews. Gain new perspectives on the ways photography has been used throughout the medium’s history: as a means of artistic expression, a tool for science and exploration, an instrument of documentation, a way to tell stories and record histories, and a mode of communication and critique."
Electrical Power Generation - An Industrial Outlook,Physical Science And Engineering,,"Plant Operations and Management, Electrical Equipment, Control Systems, Three-Phase, Energy and Utilities, Electrical Power, Basic Electrical Systems, Electrical Systems, Automation Engineering, Electric Power Systems, Electrical Substation","This course explains the complete Power Generation, extensively detailing about the various electrical equipment along with the process of power generation."
GenAI for Risk Management Essentials,Data Science,"Analyze the impact of generative AI technologies on traditional risk management frameworks and processes.
Analyze the impact of generative AI technologies on traditional risk management frameworks and processes.
Evaluate the effectiveness of AI-driven solutions in risk identification, assessment, and mitigation scenarios.
Evaluate the effectiveness of AI-driven solutions in risk identification, assessment, and mitigation scenarios.
Create AI-enhanced risk management strategies and frameworks for different business contexts.
Create AI-enhanced risk management strategies and frameworks for different business contexts.
Design ethical guidelines and governance frameworks for implementing AI in risk management processes.
Design ethical guidelines and governance frameworks for implementing AI in risk management processes.","Risk Mitigation, Compliance Management, Business Risk Management, Governance, Risk Analysis, Regulatory Compliance, Data Ethics, Mitigation, Responsible AI, AI Product Strategy, Risk Management Framework, Governance Risk Management and Compliance, Generative AI Agents, Risk Management, Enterprise Risk Management (ERM)","This course is tailored for risk management professionals eager to leverage Generative AI to optimize their strategies and processes. It explores the transformative impact of AI on traditional risk frameworks, offering practical solutions for risk assessment, monitoring, and mitigation. Participants will develop AI-driven strategies specific to their organizational needs while ensuring responsible AI implementation through comprehensive governance and ethical guidelines. No advanced AI expertise is required—just an openness to integrating advanced technology into your risk management approach.This course is ideal for a wide range of professionals in the risk management field, including Risk Managers, Analysts, and Specialists in areas such as Enterprise Risk Management (ERM), Operational Risk, Credit and Market Risk, Compliance, Investment, and Portfolio Risk. It also caters to Business Continuity Managers, Project Risk Managers, and Change Management Specialists, as well as professionals in AI/ML risk, Technology Risk, and Governance roles, along with Internal Auditors and Compliance Officers.

Participants should have a basic understanding of risk management principles and processes, as well as familiarity with enterprise risk assessment concepts. A working knowledge of data analytics fundamentals is also beneficial. No prior experience with AI/ML or programming is required, making this course accessible to professionals who are eager to integrate innovative technology into their existing risk management frameworks.

By the end of this course, participants will be able to analyze how Generative AI is reshaping traditional risk management frameworks and processes. They will evaluate the effectiveness of AI-driven solutions for risk identification, assessment, and mitigation. Learners will also be equipped to create AI-enhanced risk management strategies tailored to specific business contexts, and design ethical guidelines and governance frameworks for implementing AI in risk management practices."
Landside Facility Planning,Physical Science And Engineering,"Learners will design passenger-centric terminals, plan landside access, integrate utilities, analyze demand, optimize operations and ensure security
Learners will design passenger-centric terminals, plan landside access, integrate utilities, analyze demand, optimize operations and ensure security","Energy and Utilities, Security Requirements Analysis, Building Services Engineering, Safety Standards, Building Information Modeling, Construction Engineering, Safety and Security, Public Works, Sustainable Design, Architectural Design, Sustainable Engineering, Building Design, Facility Management, HVAC, Capacity Planning, Civil Engineering, As-Built Drawings, Landscape Architecture, Transportation Operations, Building Codes","This course focuses on the landside of airport development, where the passenger and cargo journey begin and ends. You'll explore the intricate planning and design considerations that shape the user experience, from the moment of arrival to the efficient handling of cargo.Delve into the layout and planning considerations of terminal buildings, understanding their crucial functions and the importance of passenger conveniences. Explore the design of departure and arrival gates, and learn about the integration of essential MEP and HVAC services. Gain a visual understanding of terminal design through BIM model walkthroughs, witnessing how plans translate into functional spaces.
Understand the planning of approach roads, landscaping, and drainage systems that connect the city to the terminal. Explore the design of multi-level and surface car parking, and learn how to optimize landside access and arrival/departure planning. Examine the critical role of the Air Traffic Control Tower, and the planning of essential utilities like water harvesting, supply management, fuel storage, power supply, and renewable energy integration. Finally, understand the critical placement and function of the Airport Fire & Rescue station.
Gain a comprehensive understanding of the terminal operations framework, starting with gate demand methods. Explore the intricacies of check-in and ticketing processes, and the efficient flow of baggage claim. Understand the critical role of security screening, and learn how to design effective curb and holdroom areas, ensuring smooth passenger flow.
Analyze air cargo demand and learn to design efficient air cargo aprons. Explore cargo handling systems and storage, and understand the specific planning considerations for air cargo facilities. Learn how to design sustainable air cargo facilities and integrate heliports. Examine the dynamics of PPP airports through case studies, and understand the crucial aspects of airport security.
Through comprehensive exploration of landside facility planning, you'll develop the expertise to craft exceptional passenger and cargo journeys. From designing intuitive terminal layouts and integrating essential utilities to optimizing operational flow and ensuring sustainability, this course empowers you to create welcoming and efficient landside spaces that connect people and goods to the world.
The target learners for this specialization are civil engineering graduate students, post graduate students and professionals working in the field of Airports. The prerequisites include Basic Civil Engineering, Building Materials and Transportation Engineering."
Sustainable Construction in a Circular Economy,Health,"Analyze the role of contractors, subcontractors, and material procurement in the execution of a healthier project
Analyze the role of contractors, subcontractors, and material procurement in the execution of a healthier project
Discuss the relationship between circular design and design innovation
Discuss the relationship between circular design and design innovation
Examine the capacity of material systems to contribute to a circular, low-carbon, regenerative, and equitable world
Examine the capacity of material systems to contribute to a circular, low-carbon, regenerative, and equitable world","Sustainable Development, Construction, Systems Thinking, Sustainable Architecture, Sustainability Standards, Materials Management, Environmental Engineering, Waste Minimization, Architectural Engineering, Procurement, Sustainable Design, Health And Safety Standards, Innovation","This course takes a wide-lens view of the role of materials decisions in circular design and the promotion of a healthier world. You find out how to execute a healthier project. You learn why healthier materials matter to the entire project team and the importance of communication between teams. You look at circularity, embodied carbon reduction, and the evolution of the built environment. You examine the role designers play in executing a healthier project, from construction to installation to use, and its significance in the context of cities. Participants in the course should have leadership-level career experience in design, architecture, contracting, or a similar field.By the end of this course, you’ll be able to:
•  Analyze the role of contractors, subcontractors, and material procurement in the execution of a healthier project 
•  Discuss the relationship between circular design and design innovation
•  Examine the capacity of material systems to contribute to a circular, low-carbon, regenerative, and equitable world"
Human Rights for Open Societies,Social Sciences,,"Diversity Awareness, Social Justice, Social Sciences, Case Law, European History, Media and Communications, Court Systems, Immigration Law, Law, Regulation, and Compliance, Political Sciences, Cultural Diversity, Civil Law","Human rights are under pressure in many places across the globe. Peaceful protests are violently quashed. Voting is tampered with. And minorities are often excluded from decision-making. All of this threatens the ideal of an open society in which each of us can be free and participate equally. A solid protection of human rights is needed for an open society to exist and to flourish. But it is often an uphill battle to work towards that ideal. Equip yourself and learn more about what human rights are and how they work.In this course, we will introduce you to one of the world’s most intricate human rights systems: the European Convention on Human Rights. You will see when and how people can turn to the European Court of Human Rights to complain about human rights violations. You will learn how the Court tries to solve many of the difficult human rights dilemmas of today. We will look, amongst other things, at the freedom of expression and demonstration, the right to vote, and the prohibition of discrimination. And we will address the rights of migrants, refugees, and other vulnerable groups. And, of course, we will see whether it is possible to restrict rights and if so under what conditions. You will even encounter watchdogs and ice cream in this course. We invite you to follow us on a journey of discovery into the European Convention!"
Business Analytics with Excel: Elementary to Advanced,Business,,"Regression Analysis, Analysis, Resource Allocation, Statistical Analysis, Process Optimization, Risk Modeling, Business Modeling, Business Analytics, Transportation Operations, Business Analysis, Predictive Analytics, Microsoft Excel, Linear Algebra, Financial Analysis","A leader in a data driven world requires the knowledge of both data-related (statistical) methods and of appropriate models to use that data. This Business Analytics class focuses on the latter: it introduces students to analytical frameworks used for decision making though Excel modeling. These include Linear and Integer Optimization, Decision Analysis, and Risk modeling. For each methodology students are first exposed to the basic mechanics, and then apply the methodology to real-world business problems using Excel.Emphasis will be not on the ""how-to"" of Excel, but rather on formulating problems, translating those formulations into useful models, optimizing and/or displaying the models, and interpreting results. The course will prepare managers who are comfortable with translating trade-offs into models, understanding the output of the software, and who are appreciative of quantitative approaches to decision making.

Business analytics makes extensive use of data and modeling to drive decision making in organizations. This class focuses on introducing students to analytical frameworks used for decision making to make sense of the data, starting from the basics of Excel and working up to advanced modeling techniques."
Payroll and Tax Fundamentals,Business,"The learner will explore fundamental aspects of payroll, including earnings, taxes, deductions and the significance of accurate personal information.
The learner will explore fundamental aspects of payroll, including earnings, taxes, deductions and the significance of accurate personal information.
Explore other employee benefits and look at pay statement details and the W-2, enhancing the understanding of income reporting.
Explore other employee benefits and look at pay statement details and the W-2, enhancing the understanding of income reporting.
The importance of payroll date calculations and payment methods.
The importance of payroll date calculations and payment methods.","Payroll Reporting, Labor Compliance, Employee Onboarding, Payroll Administration, Compensation and Benefits, Payroll, Tax Compliance, Labor Law, Tax Preparation, Income Tax, Payroll Tax, Payroll Processing","Using the pay statement as our roadmap, this course covers the basics of payroll that everyone who receives a paycheck should know. Starting with your classification as an employee, you'll learn why certain new hire forms are required; how to calculate various payroll amounts, including gross and taxable wages, deductions, and certain taxes; how pretax deductions and benefits impact your taxes; and how your pay statement year-to-dates are used to generate a W-2. All this so you can make sure you are being paid accurately."
Fundamentals of Oracle Database Performance Tuning,Information Technology,"Master Oracle performance tuning fundamentals and advanced diagnostic tools
Master Oracle performance tuning fundamentals and advanced diagnostic tools
Optimize query performance using AWR, Statspack, and ADDM reports
Optimize query performance using AWR, Statspack, and ADDM reports
Analyze and resolve performance bottlenecks with time models and wait events
Analyze and resolve performance bottlenecks with time models and wait events
Implement proactive monitoring strategies with server-generated alerts and adaptive thresholds
Implement proactive monitoring strategies with server-generated alerts and adaptive thresholds","System Monitoring, Performance Tuning, Oracle Databases, Database Management, SQL, Database Architecture and Administration, Event Monitoring","Updated in May 2025.This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

Unlock the full potential of your Oracle database with this comprehensive course on performance tuning. Learn essential concepts, tools, and methodologies to ensure your database operates at peak efficiency. Master the art of optimizing query execution, reducing response times, and enhancing system reliability.

Your journey begins with an introduction to performance tuning fundamentals and setting up a practice environment, providing a strong foundation for hands-on learning. Explore time models, instance activity statistics, and the significance of wait events to diagnose and resolve performance bottlenecks effectively. Dive deeper into advanced topics like Automatic Workload Repository (AWR), Adaptive Thresholds, and Statspack reports, gaining practical insights into optimizing database performance.

The course also covers key diagnostic tools, including the Automatic Database Diagnostic Monitor (ADDM) and server-generated alerts. Engage in real-world scenarios to develop a robust skill set for monitoring, analyzing, and tuning Oracle databases. With in-depth hands-on exercises, you will solidify your understanding of best practices and advanced techniques to handle complex performance challenges.

This course is ideal for database administrators, IT professionals, and anyone seeking to enhance their Oracle database management skills. Basic knowledge of Oracle databases is recommended, making this course suitable for beginner to intermediate learners eager to elevate their expertise."
Blender for Filmmakers: 3D Set Extension & Camera Tracking,Arts And Humanities,,"Data Import/Export, Adobe After Effects, 3D Assets, Video Editing, Photo/Video Production and Technology, Virtual Environment, Computer Graphics, Post-Production, Performance Tuning, 3D Modeling, Animations","Unlock the power of worldbuilding within Blender by creating a 3D set expansion.When instructor Alden Peters first started exploring the world of 3D animation and VFX, he saw it as a way to combine his love for 3D and sci-fi films filled with aliens and robots. Since then, Alden has gone on to work full-time as an independent filmmaker, motion graphics, and VFX artist and created award-winning projects like Friends of Sophia, Femme, and Coming Out. Now, Alden wants to show other filmmakers how to use 3D animation to boost the production value of any feature film, short, or show.  

In this class, Alden will share how you can transport your audience to other times and places by building out 3D set extensions. You’ll learn how to expand your footage by using camera tracking and movement tools to move out of your scene and then into a detailed 3D set. 

With Alden by your side, you’ll:
* Create high-quality 3D camera tracking in both Blender and Syntheyes
* Build out your set extension 
* Add realistic details to your new scene
* Composite the final product in After Effects

Whether you’re a filmmaker working on an independent budget who wants to add a ton of production value to your projects or you want to use 3D set extensions in your projects, you’ll leave this class knowing how to take any film to the next level through an intricate 3D set. You can also take what you’ve learned today to create a one-minute film by watching all five of Alden’s 3D animation classes. 

Plus, you can find more details about add-ons, additional software, and exclusive discounts in the class resources.

General knowledge about Blender and Adobe After Effects, and how to navigate the software, is required to take this class. You’ll also need a computer, Blender, Adobe After Effects, fSpy, a camera, and a tripod. Alden uses After Effects 2023/2024. If you’re using a prior version, the Alpha Matte and Luma Matte functionality changes slightly.

Instructor bio:
Alden Peters is an award-winning independent filmmaker whose work has been celebrated at film festivals worldwide. His 2024 queer sci-fi film Friends of Sophia, starring Nana Visitor (Star Trek: Deep Space Nine), premiered at BFI Flare: London LGBTQIA Film Festival. An expansion of his 2021 proof-of-concept short, it follows a string of acclaimed projects including FEMME, a short comedy about navigating dating apps as an effeminate gay man, and the feature-length documentary COMING OUT, which won multiple international awards and is streaming on Amazon Prime.

Alden’s films have earned directing, acting, and production design awards, and his collaborators include Emmy and Golden Globe winner Rachel Brosnahan (The Marvelous Mrs. Maisel) and Stephanie Hsu (Everything Everywhere All At Once). A graduate of NYU Tisch School of the Arts’ Maurice Kanbar Institute of Film & Television, Alden currently lives and works in Los Angeles, where he continues to create bold, original storytelling."
